Size,Resolution,Refresh rate,Processor,RAM,Disc,Graphics card,Price in zl
"14""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,8,512 GB SSD,Intel Iris Xe Graphics,4399
"14""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,8,512 GB SSD,Intel Iris Xe Graphics,4199
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-12500H,16,512 GB SSD,NVIDIA GeForce RTX 3050,6099
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,8,256 GB SSD,Intel Iris Xe Graphics,4299
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,8,256 GB SSD,Intel Iris Xe Graphics,4099
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5825U,16,512 GB SSD,AMD Radeon Graphics,5299
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4899
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5625U,16,512 GB SSD,AMD Radeon Graphics,4699
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5199
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5625U,8,512 GB SSD,AMD Radeon Graphics,4399
"16""", 3072 x 1920px, 60Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA RTX A5000,16199
"16""", 3072 x 1920px, 3072 x 1920px,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA RTX A5000,15699
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,3499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,3999
"16.1""", 2560 x 1440px, 165Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6799
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4699
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4599
"14""", 1920 x 1080px, 60Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,8899
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA RTX A3000,14539
"16.1""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5499
"14.1""", 1366 x 768px, 60Hz,Intel Celeron N3350,4,128 GB Flash,Intel HD Graphics 500,1599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,256 GB SSD,AMD Radeon Graphics,3299
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5099
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 5800H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4699
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce GTX 1650,4199
"16.1""", 2560 x 1440px, 165Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6299
"13""", 2880 x 1920px, 60 - 120Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,6899
"13""", 2880 x 1920px, 60 - 120Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,6899
"13.4""", 3840 x 2400px, 60Hz,Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,9299
"13.4""", 3840 x 2400px, 60Hz,Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,16599
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 6800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,6799
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 6800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,6699
"16.1""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,7899
"16.1""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8799
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4699
"16.1""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4999
"16""", 2560 x 1600px, 165Hz,32,2000 GB SSD,NVIDIA GeForce RTX 3080 Ti Max-Q,Windows 11 Professional,19999
"17.3""", 2560 x 1440px, 240Hz,32,2000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,15399
"15.6""", 1920 x 1080px, 165Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,4399
"14""", 2240 x 1400px, 60Hz,Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,4099
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600U,8,256 GB SSD,AMD Radeon Graphics,3799
"13""", 2880 x 1920px, 60 - 120Hz,Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,4699
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5799
"16""", 2560 x 1600px, 165Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,13999
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,4399
"16""", 2560 x 1600px, 165Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,10799
"17.3""", 1920 x 1080px, 360Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3070,10999
"15.6""", 1920 x 1080px, 165Hz,Intel Core i5-11400H,8,512 GB SSD,NVIDIA GeForce RTX 3060,5799
"16""", 2560 x 1600px, 120Hz,Intel Core i9-11900H,32,1000 GB SSD,NVIDIA GeForce RTX 3060 Max-Q,11599
"14""", 1366 x 768px, 1366 x 768px,Intel Celeron N3350,4,64 GB Flash,Intel HD Graphics 500,1499
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 9 5900HX,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8999
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,8000
"15.6""", 2560 x 1440px, 240Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,16499
"15.6""", 1920 x 1080px, 360Hz,Intel Core i7-11800H,32,512 GB SSD,NVIDIA GeForce RTX 3080,14279
1920 x 1080px, 60Hz, 60Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,8369
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,3386
"15.6""", 1920 x 1080px, 120Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5199
"15.6""", 1920 x 1080px, 120Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5599
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-10500H,16,512 GB SSD,NVIDIA GeForce GTX 1650,3788
"13.4""", 1920 x 1200px, 60Hz,Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,7499
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,6199
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5199
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4999
"13.3""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,16,512 GB SSD,Intel Iris Xe Graphics,4399
"14""", 1920 x 1080px, 60Hz,Intel Core i5-1155G7,8,512 GB SSD,NVIDIA GeForce MX350,4599
"14""", 1920 x 1080px, 60Hz,Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,4699
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,9999
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,256 GB SSD,NVIDIA GeForce GTX 1650,3799
"15.6""", 1920 x 1080px, 60Hz,Intel Celeron N4000,4,128 GB SSD,Intel UHD Graphics 600,1699
"15.6""", 1920 x 1080px, 165Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,7199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600U,8,256 GB SSD,AMD Radeon Graphics,3940
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600U,8,256 GB SSD,AMD Radeon Graphics,4399
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,256 GB SSD,AMD Radeon Graphics,3099
"13.4""", 3840 x 2400px, 60Hz,Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,8299
"13.4""", 1920 x 1200px, 60Hz,Intel Core i7-1165G7,16,256 GB SSD,Intel Iris Xe Graphics,6999
"14.2""", 2520 x 1680px, 90Hz,Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,5499
"15.6""", 1920 x 1080px, 300Hz,Intel Core i7-10870H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,11799
"13.3""", 1920 x 1080px, 120Hz,Intel Core i7-1165G7,16,512 GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q,9399
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,10899
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-10300H,32,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti,4849
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 7 5800HS,16,1000 GB SSD,NVIDIA GeForce RTX 3060,8299
"15.6""", 1920 x 1080px, 120Hz,Intel Core i7-10870H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5499
"13.3""", 1920 x 1080px, 60Hz,Intel Core i7-1065G7,8,512 GB SSD,Intel Iris Xe Graphics,5199
"13.3""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,4299
"14""", 1920 x 1080px, 60Hz,Intel Core i7-1065G7,8,512 GB SSD,Intel Iris Plus Graphics,3299
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2080 Super Max-Q,7249
"13.4""", 3840 x 2400px, 60Hz,AMD Ryzen 9 5900HS,16,512 GB SSD,"NVIDIA GeForce RTX 3050 Ti,          NVIDIA GeForce RTX 3080",12499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,5999
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,6699
"13.4""", 3840 x 2400px, 60Hz,AMD Ryzen 9 5980HS,16,512 GB SSD,NVIDIA GeForce GTX 1650,16499
"14""", 2560 x 1440px, 60Hz,AMD Ryzen 9 4900HS,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,6999
"14""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,NVIDIA GeForce MX330,4699
"13.3""", 2560 x 1600px, 60Hz,Apple M1,16,2000 GB SSD,Apple M1 (8 rdzeni),11799
"13.3""", 1920 x 1080px, 60Hz,Intel Core i7-10510U,16,1000 GB SSD,Intel UHD Graphics,7499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-10400H,8,256 GB SSD,Intel UHD Graphics,5399
"14""", 1920 x 1080px, Dotykowy,Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,6559
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce GTX 1650,4399
"14""", 1920 x 1080px, 60Hz,Intel Core i7-10510U,8,256 GB SSD,Intel UHD Graphics 620,4899
"14""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 7 4700U,8,512 GB SSD,AMD Radeon Graphics,4299
"14""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics 620,5599
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,7799
"14""", 1920 x 1080px, 120Hz,AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,5899
"13.3""", 2560 x 1600px, 2560 x 1600px,Intel Core i5-1038NG7,16,512 GB SSD,Intel Iris Plus Graphics,9599
"13.3""", 1920 x 1080px, 60Hz,Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,7199
"13.4""", 1920 x 1200px, 1920 x 1200px,Intel Core i7-1065G7,16,1000 GB SSD,Intel Iris Plus Graphics,8999
"13.5""", 2256 x 1504px, Dotykowy,Intel Core i7-1065G7,16,1000 GB SSD,Intel Iris Plus Graphics,12999
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,14499
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,12499
"14""", 1920 x 1080px, Dotykowy,Intel Core i7-8565U,8,512 GB SSD,Intel UHD Graphics 620,7399
"13.3""", 1920 x 1080px, 1920 x 1080px,Intel Core i3-8130U,8,256 GB SSD,Intel UHD Graphics 620,3799
"13.3""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,4299
"13.3""", 1920 x 1080px, 60Hz,Intel Core i5-8365U,8,256 GB SSD,Intel UHD Graphics 620,8399
"17.3""", 1600 x 900px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,2799
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4138
"15.6""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,11645
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,6199
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,3699
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1145G7,8,512 GB SSD,Intel Iris Xe Graphics,5600
"17.3""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4449
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4949
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,4799
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 3 5300U,8,512 GB SSD,AMD Radeon Graphics,3649
"12.3""", 2736 x 1824px, Dotykowy,Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics 650,4609
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,9499
"16.2""", 3456 x 2234px, 120Hz,Apple M1 Pro,32,1000 GB SSD,Apple M1 Pro (16 rdzeni),15543
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 5 5600X,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6499
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,5049
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 3 5300U,8,256 GB SSD,AMD Radeon Graphics,3399
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,3699
"13.9""", 3000 x 2000px, 60Hz,Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,6292
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1155G7,8,512 GB SSD,Intel Iris Xe Graphics,3365
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,7099
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,6099
"17.3""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,16499
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,500 GB SSD,NVIDIA GeForce RTX 3050 Ti,5999
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,16499
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3080 Ti,15499
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,6499
"17.3""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,12099
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,500 GB SSD,NVIDIA GeForce RTX 3050,6399
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,12099
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,6199
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,10999
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050,6099
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,5499
"17.3""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,9999
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,9999
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,500 GB SSD,NVIDIA GeForce RTX 3050,5399
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,5899
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,8999
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,500 GB SSD,NVIDIA GeForce GTX 1650,5799
"15.6""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,8399
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,5599
"15.6""", 1920 x 1080px, 240Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,8099
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,500 GB SSD,NVIDIA GeForce GTX 1650,5499
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,5099
"14.2""", 3024 x 1964px, 120Hz,Apple M1 Pro,16,512 GB SSD,Apple M1 Pro (14 rdzeni),10299
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,3549
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8399
"16.2""", 3456 x 2234px, 120Hz,Apple M1 Pro,16,512 GB SSD,Apple M1 Pro (16 rdzeni),12999
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1235U,8,512 GB SSD,Intel Iris Xe Graphics,3799
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1280P,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,6699
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,9299
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,9499
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,9199
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,32,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,9499
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3080,15579
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-12500H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,6288
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,7121
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4399
"17.3""", 1920 x 1080px, 360Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,11998
"14""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 5 5500U,8,256 GB SSD,AMD Radeon Graphics,3149
"14""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,256 GB SSD,Intel Iris Xe Graphics,5699
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 3 5300U,8,256 GB SSD,AMD Radeon Graphics,2699
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,2699
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,3299
"15.6""", 2560 x 1440px, 165Hz,Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,12599
"17.3""", 1920 x 1080px, 360Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,13974
"16""", 2560 x 1600px, 120Hz,Intel Core i7-11800H,32,1000 GB SSD,NVIDIA GeForce RTX 3060 Max-Q,10875
"17.3""", 1600 x 900px, 60Hz,AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,2799
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11320H,16,512 GB SSD,Intel Iris Xe Graphics,5749
"13""", 2880 x 1920px, 60Hz,Microsoft SQ1,8,256 GB SSD,Adreno 685,6399
"13""", 2880 x 1920px, 60Hz,Microsoft SQ1,8,128 GB SSD,Adreno 685,4856
"17.3""", 1920 x 1080px, 144Hz,AMD Ryzen 7 5800H,16,500 GB SSD,NVIDIA GeForce RTX 3060,5999
"15.6""", 3840 x 2160px, 60Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8799
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,500 GB SSD,NVIDIA GeForce RTX 3050 Ti,4949
"17.3""", 1920 x 1080px, 144Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6199
"14""", 1920 x 1080px, 60Hz,Intel Core i5-11500H,8,256 GB SSD,Intel UHD Graphics,6199
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 9 3900,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8699
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 3700X,16,1000 GB SSD,NVIDIA GeForce RTX 3070,7799
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 9 3900,16,1000 GB SSD,NVIDIA GeForce RTX 3060,7699
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 3700X,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,4499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1165G7,8,512 GB SSD,NVIDIA GeForce MX350,4699
"15.6""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,3599
"13.5""", 3000 x 2000px, Dotykowy,Intel Core i5-1035G7,8,256 GB SSD,Intel Iris Plus Graphics,7906
